sample,outcome,term,effect,coef_log_odds,odds_ratio,ci_low,ci_high,p_value,n,event_rate_pct,aic
github_enriched_human_account_linked_no_extreme_pairs,has_human_review,log_github_commits_z,"GitHub commits, log1p per SD",0.6553796160042735,1.9258734710185386,1.5528979895662298,2.388430309842196,2.4108277981555706e-09,2003,16.525212181727408,1489.8724464718125
github_enriched_human_account_linked_no_extreme_pairs,has_approval,"C(agent, Treatment(reference='OpenAI_Codex'))[T.Claude_Code]",agent=Claude_Code vs OpenAI_Codex,0.24594500819547543,1.2788292464801072,0.5132450638264687,3.1864003317639678,0.5974936933164081,2003,13.130304543185222,1298.820577316747
github_enriched_human_account_linked_no_extreme_pairs,has_approval,"C(agent, Treatment(reference='OpenAI_Codex'))[T.Cursor]",agent=Cursor vs OpenAI_Codex,0.5830242039991143,1.7914479509383432,0.9568608522874531,3.353973311008734,0.06843295518931256,2003,13.130304543185222,1298.820577316747
github_enriched_human_account_linked_no_extreme_pairs,has_approval,"C(author_association, Treatment(reference='CONTRIBUTOR'))[T.COLLABORATOR]",author_association=COLLABORATOR vs CONTRIBUTOR,-0.705849117046511,0.49368919631858904,0.2605531236050514,0.9354292867013976,0.030413018046913837,2003,13.130304543185222,1298.820577316747
github_enriched_human_account_linked_no_extreme_pairs,has_approval,"C(author_association, Treatment(reference='CONTRIBUTOR'))[T.MEMBER]",author_association=MEMBER vs CONTRIBUTOR,-0.28223789976845803,0.7540942643410418,0.4394339158068002,1.2940697999334012,0.30567317920529213,2003,13.130304543185222,1298.820577316747
github_enriched_human_account_linked_no_extreme_pairs,has_approval,"C(author_association, Treatment(reference='CONTRIBUTOR'))[T.NONE]",author_association=NONE vs CONTRIBUTOR,-3.2157692622346574,0.04012445571999566,0.007511470891429003,0.21433511093851904,0.0001688196899139297,2003,13.130304543185222,1298.820577316747
github_enriched_human_account_linked_no_extreme_pairs,has_approval,"C(author_association, Treatment(reference='CONTRIBUTOR'))[T.OWNER]",author_association=OWNER vs CONTRIBUTOR,-4.434353179171132,0.011862736491674027,0.0028201692890857705,0.049899315482764536,1.4502671717657062e-09,2003,13.130304543185222,1298.820577316747
github_enriched_human_account_linked_no_extreme_pairs,has_approval,account_age_z,"account age, per SD",-0.07746018142532378,0.9254638743153659,0.7021661575354052,1.2197730885650397,0.5824425863474618,2003,13.130304543185222,1298.820577316747
github_enriched_human_account_linked_no_extreme_pairs,has_approval,log_followers_z,"followers, log1p per SD",-0.23887883241494962,0.7875102973129,0.6045891397144061,1.0257750720874794,0.07651654095481746,2003,13.130304543185222,1298.820577316747
github_enriched_human_account_linked_no_extreme_pairs,has_approval,log_github_total_churn_z,"GitHub total churn, log1p per SD",-0.417459560942783,0.658718129249555,0.5181729686315807,0.837383653855826,0.000651105783373613,2003,13.130304543185222,1298.820577316747
github_enriched_human_account_linked_no_extreme_pairs,has_approval,log_github_changed_files_z,"GitHub changed files, log1p per SD",0.08892276128655235,1.0929962314432178,0.8693197502815967,1.3742248022802872,0.4465488187010994,2003,13.130304543185222,1298.820577316747
github_enriched_human_account_linked_no_extreme_pairs,has_approval,log_github_commits_z,"GitHub commits, log1p per SD",0.4298677551551946,1.5370542426073783,1.2558582456250562,1.881212113666123,3.047131542707847e-05,2003,13.130304543185222,1298.820577316747
github_enriched_human_account_linked_no_extreme_pairs,has_changes_requested,"C(agent, Treatment(reference='OpenAI_Codex'))[T.Claude_Code]",agent=Claude_Code vs OpenAI_Codex,0.39620886930232696,1.4861797024529062,0.2887817972483665,7.64843951048408,0.6354980180677523,2003,0.6989515726410384,159.20263977630466
github_enriched_human_account_linked_no_extreme_pairs,has_changes_requested,"C(agent, Treatment(reference='OpenAI_Codex'))[T.Cursor]",agent=Cursor vs OpenAI_Codex,-23.168628347580842,8.669470145337004e-11,0.0,inf,0.9958632123300066,2003,0.6989515726410384,159.20263977630466
github_enriched_human_account_linked_no_extreme_pairs,has_changes_requested,"C(author_association, Treatment(reference='CONTRIBUTOR'))[T.COLLABORATOR]",author_association=COLLABORATOR vs CONTRIBUTOR,-0.4882558251825246,0.6136958541050832,0.11799855199174705,3.1917561274150965,0.561651208994191,2003,0.6989515726410384,159.20263977630466
github_enriched_human_account_linked_no_extreme_pairs,has_changes_requested,"C(author_association, Treatment(reference='CONTRIBUTOR'))[T.MEMBER]",author_association=MEMBER vs CONTRIBUTOR,0.708187134577672,2.030307246542665,0.5400375418563246,7.6330758435685615,0.29458609628083265,2003,0.6989515726410384,159.20263977630466
github_enriched_human_account_linked_no_extreme_pairs,has_changes_requested,"C(author_association, Treatment(reference='CONTRIBUTOR'))[T.NONE]",author_association=NONE vs CONTRIBUTOR,-23.921891359673676,4.0818269222696644e-11,0.0,inf,0.9953530173160056,2003,0.6989515726410384,159.20263977630466
github_enriched_human_account_linked_no_extreme_pairs,has_changes_requested,"C(author_association, Treatment(reference='CONTRIBUTOR'))[T.OWNER]",author_association=OWNER vs CONTRIBUTOR,-22.459409352877884,1.761985991360294e-10,0.0,inf,0.9956372350197333,2003,0.6989515726410384,159.20263977630466
github_enriched_human_account_linked_no_extreme_pairs,has_changes_requested,account_age_z,"account age, per SD",-0.40301715822655504,0.6683006323715273,0.3946643795119457,1.1316596034851043,0.1336903877006971,2003,0.6989515726410384,159.20263977630466
github_enriched_human_account_linked_no_extreme_pairs,has_changes_requested,log_followers_z,"followers, log1p per SD",-0.1556817384211756,0.8558315253243011,0.6869838914175158,1.0661787108684522,0.16499855810645414,2003,0.6989515726410384,159.20263977630466
github_enriched_human_account_linked_no_extreme_pairs,has_changes_requested,log_github_total_churn_z,"GitHub total churn, log1p per SD",-0.6302155561929952,0.5324770099182612,0.3503592435593044,0.8092601274368814,0.003168248521068558,2003,0.6989515726410384,159.20263977630466
github_enriched_human_account_linked_no_extreme_pairs,has_changes_requested,log_github_changed_files_z,"GitHub changed files, log1p per SD",0.21088679627952672,1.2347725663007962,0.7456908019841992,2.0446320196415146,0.41246587395579226,2003,0.6989515726410384,159.20263977630466
github_enriched_human_account_linked_no_extreme_pairs,has_changes_requested,log_github_commits_z,"GitHub commits, log1p per SD",0.8155426694006639,2.260401990570402,1.6730446768893183,3.0539633696301185,1.0829712917653011e-07,2003,0.6989515726410384,159.20263977630466
github_enriched_human_account_linked_no_extreme_pairs,has_human_discussion,"C(agent, Treatment(reference='OpenAI_Codex'))[T.Claude_Code]",agent=Claude_Code vs OpenAI_Codex,0.7125740430196782,2.039233583738807,0.9178098766749824,4.5308660483295595,0.08022079500304537,2003,28.157763354967546,2034.2813443416103
github_enriched_human_account_linked_no_extreme_pairs,has_human_discussion,"C(agent, Treatment(reference='OpenAI_Codex'))[T.Cursor]",agent=Cursor vs OpenAI_Codex,0.31729582405515916,1.3734087991969666,0.7674202163173425,2.457912483415284,0.28529218746688156,2003,28.157763354967546,2034.2813443416103
github_enriched_human_account_linked_no_extreme_pairs,has_human_discussion,"C(author_association, Treatment(reference='CONTRIBUTOR'))[T.COLLABORATOR]",author_association=COLLABORATOR vs CONTRIBUTOR,-0.9608867634815569,0.3825535010458017,0.21784739272018683,0.6717876185480687,0.0008237649967776995,2003,28.157763354967546,2034.2813443416103
github_enriched_human_account_linked_no_extreme_pairs,has_human_discussion,"C(author_association, Treatment(reference='CONTRIBUTOR'))[T.MEMBER]",author_association=MEMBER vs CONTRIBUTOR,-0.4406488835220639,0.6436186520182811,0.3695398224689229,1.1209751805860269,0.11957416707149787,2003,28.157763354967546,2034.2813443416103
github_enriched_human_account_linked_no_extreme_pairs,has_human_discussion,"C(author_association, Treatment(reference='CONTRIBUTOR'))[T.NONE]",author_association=NONE vs CONTRIBUTOR,-1.2944570959541792,0.27404660496242456,0.126517042333303,0.5936081045396228,0.00102902519340221,2003,28.157763354967546,2034.2813443416103
github_enriched_human_account_linked_no_extreme_pairs,has_human_discussion,"C(author_association, Treatment(reference='CONTRIBUTOR'))[T.OWNER]",author_association=OWNER vs CONTRIBUTOR,-2.195870648097147,0.11126164957945092,0.06319962133860907,0.19587387400338777,2.7516481041559955e-14,2003,28.157763354967546,2034.2813443416103
github_enriched_human_account_linked_no_extreme_pairs,has_human_discussion,account_age_z,"account age, per SD",-0.03262242677909489,0.9679039452148989,0.7759547147299831,1.2073359815702223,0.7723785086902795,2003,28.157763354967546,2034.2813443416103
github_enriched_human_account_linked_no_extreme_pairs,has_human_discussion,log_followers_z,"followers, log1p per SD",-0.034942270156533894,0.9656611621161815,0.7513154206989515,1.241158446012015,0.7849572918354346,2003,28.157763354967546,2034.2813443416103
github_enriched_human_account_linked_no_extreme_pairs,has_human_discussion,log_github_total_churn_z,"GitHub total churn, log1p per SD",-0.2521900305811578,0.7770970518325642,0.630479159719137,0.9578109262737194,0.0180773914009949,2003,28.157763354967546,2034.2813443416103
github_enriched_human_account_linked_no_extreme_pairs,has_human_discussion,log_github_changed_files_z,"GitHub changed files, log1p per SD",0.11148297549027919,1.1179347115531582,0.914070398664742,1.3672667019094993,0.2777922192672787,2003,28.157763354967546,2034.2813443416103
github_enriched_human_account_linked_no_extreme_pairs,has_human_discussion,log_github_commits_z,"GitHub commits, log1p per SD",0.5507715471781354,1.734590820364832,1.4514420768412786,2.0729764984090138,1.3843956532051941e-09,2003,28.157763354967546,2034.2813443416103
github_enriched_human_account_linked_no_extreme_pairs_closed_only,merged,"C(agent, Treatment(reference='OpenAI_Codex'))[T.Claude_Code]",agent=Claude_Code vs OpenAI_Codex,0.6284957802706067,1.874788363535333,0.8454337695452385,4.1574296351305335,0.12192490543479213,1818,76.2926292629263,1799.5689288099436
github_enriched_human_account_linked_no_extreme_pairs_closed_only,merged,"C(agent, Treatment(reference='OpenAI_Codex'))[T.Cursor]",agent=Cursor vs OpenAI_Codex,0.0699016862052475,1.0724027440880632,0.6448072614884446,1.7835525655726778,0.7876831118400441,1818,76.2926292629263,1799.5689288099436
github_enriched_human_account_linked_no_extreme_pairs_closed_only,merged,"C(author_association, Treatment(reference='CONTRIBUTOR'))[T.COLLABORATOR]",author_association=COLLABORATOR vs CONTRIBUTOR,0.39482394891636297,1.484122886477709,0.9165138071327383,2.4032597490895427,0.108390038089552,1818,76.2926292629263,1799.5689288099436
github_enriched_human_account_linked_no_extreme_pairs_closed_only,merged,"C(author_association, Treatment(reference='CONTRIBUTOR'))[T.MEMBER]",author_association=MEMBER vs CONTRIBUTOR,0.3719226100015688,1.4505207211529743,0.9563568329718943,2.200026485883829,0.08011912594550999,1818,76.2926292629263,1799.5689288099436
github_enriched_human_account_linked_no_extreme_pairs_closed_only,merged,"C(author_association, Treatment(reference='CONTRIBUTOR'))[T.NONE]",author_association=NONE vs CONTRIBUTOR,-3.0764695289247457,0.0461218012359324,0.012450432533632236,0.1708551525017797,4.1340217401400605e-06,1818,76.2926292629263,1799.5689288099436
github_enriched_human_account_linked_no_extreme_pairs_closed_only,merged,"C(author_association, Treatment(reference='CONTRIBUTOR'))[T.OWNER]",author_association=OWNER vs CONTRIBUTOR,0.8973670986013855,2.453135736401645,1.621874823628344,3.7104435271694256,2.1325484600997517e-05,1818,76.2926292629263,1799.5689288099436
github_enriched_human_account_linked_no_extreme_pairs_closed_only,merged,account_age_z,"account age, per SD",0.12438994826984366,1.1324573847076655,0.9168174938652706,1.3988168166077635,0.2484369971312511,1818,76.2926292629263,1799.5689288099436
github_enriched_human_account_linked_no_extreme_pairs_closed_only,merged,log_followers_z,"followers, log1p per SD",0.1595303771463393,1.1729598928538623,0.9690844166621829,1.4197265858247228,0.10150473814614966,1818,76.2926292629263,1799.5689288099436
github_enriched_human_account_linked_no_extreme_pairs_closed_only,merged,log_github_total_churn_z,"GitHub total churn, log1p per SD",-0.45395042165856325,0.6351142203750509,0.5254714988598854,0.76763454116503,2.6672946390404534e-06,1818,76.2926292629263,1799.5689288099436
github_enriched_human_account_linked_no_extreme_pairs_closed_only,merged,log_github_changed_files_z,"GitHub changed files, log1p per SD",-0.02241203133955103,0.9778372524431923,0.8253265116924218,1.1585302043732117,0.7955913087629853,1818,76.2926292629263,1799.5689288099436
github_enriched_human_account_linked_no_extreme_pairs_closed_only,merged,log_github_commits_z,"GitHub commits, log1p per SD",0.25648382350550974,1.2923778594872615,1.0780220966708307,1.5493564898631909,0.005573131848336752,1818,76.2926292629263,1799.5689288099436
